spkid,class,moid_anomaly_yn,e_anomaly_yn,i_anomaly_yn,anomaly_flag
20613913,APO,N,N,Y,1
20613939,ATE,Y,N,N,1
20613940,AMO,Y,N,N,1
20613964,APO,N,N,Y,1
20614406,APO,N,N,Y,1
20614449,APO,Y,N,N,1
20619926,AMO,Y,N,N,1
20620000,APO,Y,N,N,1
20620058,APO,Y,N,N,1
20620063,APO,N,N,Y,1
20620069,AMO,Y,N,N,1
20620071,APO,N,Y,Y,1
20620077,APO,N,N,Y,1
20620078,APO,Y,N,N,1
20620079,APO,N,N,Y,1
20620080,APO,Y,N,N,1
20620089,APO,Y,N,Y,1
20620090,APO,N,N,Y,1
20620091,ATE,N,Y,N,1
20620097,APO,N,N,Y,1
20620098,APO,Y,N,N,1
20620103,APO,N,N,Y,1
20620104,APO,N,N,Y,1
20620844,AMO,Y,N,Y,1
20622484,AMO,N,N,Y,1
20622577,APO,Y,N,N,1
20623769,APO,Y,N,Y,1
20625991,ATE,Y,N,N,1
20658883,APO,N,N,Y,1
20660599,APO,Y,N,N,1
20662564,APO,Y,N,Y,1
20663216,APO,Y,N,Y,1
20663491,APO,Y,N,N,1
20664220,APO,Y,N,Y,1
20665151,APO,Y,N,N,1
20665250,APO,Y,N,N,1
20665326,APO,Y,N,N,1
20665382,APO,Y,N,Y,1
20666332,AMO,N,N,Y,1
20666360,APO,Y,N,N,1
20666966,APO,Y,Y,N,1
20669608,APO,Y,N,N,1
20670246,APO,Y,N,Y,1
20670610,APO,Y,N,N,1
20670931,APO,Y,N,N,1
20671294,APO,N,Y,N,1
20672881,APO,N,N,Y,1
20673713,ATE,N,Y,N,1
20674207,APO,Y,N,N,1
20675481,APO,Y,N,N,1
20676261,APO,Y,N,N,1
20676362,APO,Y,N,N,1
20677578,APO,Y,N,Y,1
20677579,APO,N,Y,N,1
20678010,APO,N,N,Y,1
20678263,APO,Y,N,N,1
20678715,APO,N,Y,N,1
20678989,ATE,Y,Y,N,1
20679337,APO,Y,N,Y,1
20679420,APO,Y,N,Y,1
20679657,APO,N,Y,N,1
20686964,ATE,N,N,Y,1
20690253,APO,Y,N,N,1
20693691,ATE,Y,Y,Y,1
20719979,APO,Y,Y,Y,1
20723661,APO,Y,N,Y,1
20738442,APO,Y,N,Y,1
20741537,ATE,N,N,Y,1
20743995,APO,Y,Y,N,1
20747011,ATE,N,Y,N,1
20747127,APO,Y,N,Y,1
20747164,APO,N,N,Y,1
20748283,APO,Y,N,N,1
20748940,APO,N,N,Y,1
20749081,APO,Y,N,N,1
20752296,APO,N,N,Y,1
20752877,APO,Y,N,N,1
20755902,APO,N,N,Y,1
20755963,APO,Y,N,N,1
20756519,AMO,Y,N,Y,1
20756876,APO,Y,N,Y,1
20756994,APO,Y,N,N,1
20756995,AMO,N,N,Y,1
20786229,APO,N,N,Y,1
20786484,AMO,N,Y,N,1
20790064,APO,N,N,Y,1
20790911,APO,Y,N,N,1
20791223,ATE,N,Y,N,1
20793297,AMO,Y,N,N,1
20795322,AMO,Y,N,N,1
20796068,APO,N,Y,N,1
20801525,AMO,N,N,Y,1
20801944,AMO,Y,N,N,1
20805893,APO,N,N,Y,1
20809043,AMO,N,N,Y,1
20809875,APO,N,N,Y,1
20812544,APO,Y,N,N,1
20815335,APO,N,N,Y,1
20816502,AMO,N,N,Y,1
20819287,AMO,Y,N,Y,1
20819795,APO,Y,N,N,1
20821523,APO,Y,N,N,1
20824839,APO,Y,N,Y,1
20825328,AMO,N,Y,N,1
20825909,APO,Y,N,N,1
20826726,APO,Y,N,Y,1
20826799,APO,N,N,Y,1
20826847,APO,Y,N,Y,1
20828534,APO,N,Y,N,1
20831781,APO,N,N,Y,1
20832667,AMO,Y,N,Y,1
20832994,APO,Y,N,Y,1
20833009,APO,Y,N,N,1
20835475,APO,Y,N,N,1
20836372,APO,Y,N,N,1
20841703,APO,Y,N,N,1
20842528,AMO,Y,N,N,1
20843651,APO,Y,N,N,1
20846080,AMO,Y,N,Y,1
20846509,AMO,Y,N,N,1
20846584,AMO,N,N,Y,1
20847260,AMO,N,N,Y,1
20847328,AMO,N,N,Y,1
20847349,AMO,Y,N,Y,1
20847576,APO,Y,N,Y,1
20850450,AMO,Y,N,N,1
20857421,AMO,Y,N,N,1
20857652,AMO,Y,N,N,1
20858130,APO,N,Y,Y,1
20859524,APO,N,N,Y,1
20860288,AMO,N,Y,N,1
20860591,AMO,Y,N,N,1
20861115,APO,Y,N,Y,1
20861128,APO,Y,Y,N,1
20863777,AMO,N,N,Y,1
20864405,APO,Y,N,Y,1
20871972,AMO,N,N,Y,1
20873204,APO,N,N,Y,1
20874272,AMO,Y,N,N,1
20875047,AMO,Y,N,N,1
20875565,APO,Y,N,Y,1
20875904,APO,Y,N,N,1
20875992,APO,Y,N,Y,1
20876034,APO,Y,N,Y,1
20876393,ATE,N,Y,N,1
20876653,ATE,N,Y,N,1
20876995,APO,N,N,Y,1
20877413,APO,Y,N,N,1
20877458,AMO,Y,N,Y,1
20877915,APO,Y,N,N,1
20877916,AMO,N,N,Y,1
20878293,ATE,Y,N,N,1
20878420,APO,N,N,Y,1
20878421,APO,Y,N,Y,1
20878899,AMO,Y,N,N,1
20879232,AMO,Y,N,N,1
20879426,APO,Y,N,N,1
20879598,APO,N,N,Y,1
20880116,APO,Y,N,N,1
20881303,APO,N,N,Y,1
20883607,APO,Y,N,Y,1
20884385,APO,N,N,Y,1
20884785,APO,Y,N,N,1
20884842,APO,Y,N,N,1
20885020,APO,Y,N,N,1
20885268,ATE,Y,N,N,1
20885322,APO,N,Y,N,1
20886138,APO,Y,N,N,1
20886181,APO,Y,N,N,1
20886345,APO,Y,N,Y,1
20886371,APO,N,N,Y,1
20886456,APO,Y,N,N,1
20886662,APO,N,N,Y,1
20886709,APO,Y,N,Y,1
20886832,APO,Y,N,N,1
3005804,AMO,N,N,Y,1
3005816,APO,N,Y,N,1
3005831,APO,N,Y,N,1
3005973,ATE,N,Y,N,1
3092140,AMO,N,Y,N,1
3092142,AMO,Y,N,N,1
3008362,APO,N,N,Y,1
3009717,ATE,N,N,Y,1
3092160,APO,N,N,Y,1
3092168,APO,N,Y,N,1
3092169,AMO,N,N,Y,1
3092184,APO,N,N,Y,1
3092186,APO,Y,N,Y,1
3092199,AMO,N,N,Y,1
3092205,APO,Y,N,N,1
3092206,AMO,Y,N,N,1
3017729,APO,N,Y,N,1
3019646,AMO,N,N,Y,1
3023012,APO,N,Y,N,1
3092236,APO,N,N,Y,1
3092237,AMO,N,Y,N,1
3024715,APO,N,Y,N,1
3035165,ATE,N,N,Y,1
3043885,APO,Y,Y,Y,1
3092264,APO,Y,N,N,1
3092266,APO,N,N,Y,1
3046648,ATE,Y,N,N,1
3063595,APO,Y,Y,N,1
3061790,AMO,Y,N,N,1
3065518,AMO,N,Y,N,1
3072800,APO,Y,N,N,1
3069224,AMO,N,N,Y,1
3070723,AMO,Y,N,N,1
3092285,APO,N,N,Y,1
3072405,AMO,Y,N,Y,1
3076610,AMO,N,N,Y,1
54509645,APO,N,N,Y,1
3076747,APO,N,N,Y,1
3076772,APO,N,N,Y,1
3076774,APO,N,Y,N,1
3092297,AMO,N,N,Y,1
3076899,AMO,N,Y,Y,1
54221661,AMO,Y,N,N,1
3092069,APO,N,Y,N,1
3092076,AMO,Y,N,N,1
3092333,APO,N,N,Y,1
3092395,AMO,N,N,Y,1
3092418,AMO,N,N,Y,1
3092419,APO,N,Y,N,1
3092520,APO,Y,N,Y,1
3102710,APO,N,N,Y,1
3102719,APO,N,Y,N,1
3102730,AMO,N,N,Y,1
3102758,APO,N,Y,N,1
3102766,APO,Y,N,N,1
3102774,APO,Y,N,N,1
3102785,APO,N,N,Y,1
3114014,APO,N,N,Y,1
3114051,APO,N,N,Y,1
3114052,AMO,N,N,Y,1
3117435,APO,N,Y,N,1
3157486,AMO,N,Y,N,1
3117460,ATE,Y,N,N,1
54133139,APO,Y,N,N,1
3127389,APO,N,Y,N,1
3132126,APO,N,N,Y,1
3132127,APO,N,Y,N,1
3132513,APO,N,Y,N,1
3134262,APO,N,N,Y,1
3136726,AMO,N,Y,N,1
3137737,APO,N,Y,N,1
3137739,AMO,Y,N,N,1
3137852,APO,N,N,Y,1
3137851,AMO,N,N,Y,1
3143094,AMO,N,N,Y,1
3144148,AMO,N,N,Y,1
3144513,APO,N,N,Y,1
3144531,ATE,N,N,Y,1
3144532,APO,Y,N,Y,1
3147312,APO,N,N,Y,1
3150196,APO,Y,N,N,1
54271398,AMO,Y,N,N,1
3152321,APO,Y,N,N,1
3154487,AMO,N,N,Y,1
3154494,APO,Y,N,N,1
3159889,APO,N,N,Y,1
3160732,APO,N,N,Y,1
3160785,AMO,Y,N,N,1
3160793,AMO,N,N,Y,1
3160853,ATE,Y,N,N,1
3163746,APO,N,N,Y,1
3163752,APO,N,N,Y,1
3167366,APO,Y,N,N,1
3167368,AMO,Y,N,N,1
3170244,APO,Y,Y,N,1
3170215,APO,N,N,Y,1
3170209,APO,N,Y,N,1
3170232,APO,Y,N,N,1
3172312,AMO,Y,N,Y,1
3174196,APO,N,Y,N,1
3177200,AMO,N,N,Y,1
3177211,AMO,Y,N,N,1
3180180,APO,Y,N,Y,1
3180183,APO,Y,N,Y,1
3183834,APO,N,Y,Y,1
3184153,AMO,N,N,Y,1
3184478,APO,N,N,Y,1
3249532,AMO,Y,N,N,1
3249983,APO,N,Y,N,1
3249982,APO,N,N,Y,1
3250193,ATE,N,N,Y,1
3252348,AMO,N,N,Y,1
3255170,APO,N,N,Y,1
3256043,APO,Y,N,N,1
3256319,APO,N,Y,N,1
3256583,ATE,N,N,Y,1
3261680,APO,N,N,Y,1
3262792,APO,N,N,Y,1
3263235,APO,N,Y,N,1
3263660,APO,N,N,Y,1
3263791,APO,N,N,Y,1
3264225,APO,Y,N,N,1
3264324,AMO,N,N,Y,1
3264722,AMO,N,Y,N,1
3265470,APO,Y,N,N,1
3266178,APO,Y,N,Y,1
3266180,APO,Y,Y,Y,1
3267071,APO,N,Y,N,1
3273458,ATE,N,Y,N,1
3273785,APO,N,Y,N,1
3273786,AMO,N,N,Y,1
3273791,AMO,N,N,Y,1
3273972,APO,N,N,Y,1
3274696,AMO,N,Y,N,1
3274999,APO,Y,N,N,1
3277464,APO,N,Y,N,1
3278002,AMO,N,N,Y,1
3278321,APO,Y,N,N,1
3278966,APO,Y,N,Y,1
3279676,APO,Y,N,N,1
3279740,APO,N,N,Y,1
3283184,AMO,N,N,Y,1
3283245,APO,N,Y,Y,1
3283780,APO,N,Y,N,1
3283950,ATE,Y,N,N,1
3288931,AMO,N,N,Y,1
3289173,APO,N,N,Y,1
3289743,APO,N,Y,N,1
3289739,ATE,N,N,Y,1
3290407,APO,N,Y,Y,1
3291224,ATE,N,Y,N,1
3291350,APO,Y,N,N,1
3292017,AMO,N,Y,N,1
3292347,APO,Y,N,N,1
3292769,APO,N,N,Y,1
3293282,AMO,N,Y,N,1
3293832,APO,N,Y,N,1
3293921,APO,N,Y,N,1
3293925,APO,N,N,Y,1
3295790,APO,N,Y,N,1
3297374,AMO,Y,N,N,1
3297377,APO,N,N,Y,1
3297391,APO,Y,N,Y,1
3304565,APO,N,N,Y,1
3306399,AMO,Y,N,Y,1
3309709,AMO,Y,N,N,1
3306404,APO,N,N,Y,1
3306579,ATE,N,N,Y,1
3308948,AMO,Y,N,N,1
3309090,AMO,Y,N,Y,1
3309093,APO,N,Y,N,1
3311864,APO,Y,N,N,1
3311961,AMO,Y,N,N,1
3311964,ATE,N,Y,N,1
3312034,APO,N,Y,Y,1
3313556,APO,Y,N,N,1
3314251,APO,N,N,Y,1
3315004,APO,N,Y,N,1
3321532,APO,Y,N,Y,1
3321668,APO,N,N,Y,1
3323933,APO,N,N,Y,1
3323935,APO,Y,N,N,1
3324251,APO,N,Y,N,1
3324632,AMO,Y,N,Y,1
3325671,AMO,N,Y,N,1
3325674,APO,Y,N,N,1
3327141,AMO,N,Y,N,1
3329987,AMO,N,Y,N,1
3330158,AMO,Y,N,Y,1
3330685,APO,N,N,Y,1
3330690,APO,Y,N,N,1
3332535,APO,N,Y,N,1
3333737,APO,N,Y,N,1
3335304,APO,N,Y,N,1
3336867,AMO,N,Y,N,1
3337293,APO,Y,N,Y,1
3337559,APO,N,N,Y,1
3337733,APO,N,Y,N,1
3337834,APO,Y,N,N,1
3337993,AMO,Y,N,N,1
3337999,APO,N,Y,N,1
3338814,AMO,N,N,Y,1
3341510,APO,N,Y,N,1
3403148,APO,N,Y,N,1
3344169,ATE,N,N,Y,1
3345304,APO,Y,N,Y,1
3346476,APO,N,Y,N,1
3354737,APO,N,N,Y,1
3358115,APO,Y,N,N,1
3358224,APO,N,N,Y,1
3361624,APO,N,N,Y,1
3363346,AMO,N,Y,N,1
3363353,APO,Y,N,N,1
3363723,APO,N,Y,N,1
54337736,AMO,Y,N,N,1
3366605,APO,N,N,Y,1
3367717,AMO,N,N,Y,1
3368185,AMO,N,Y,N,1
3368493,APO,N,N,Y,1
3368495,APO,Y,N,Y,1
3370287,AMO,Y,N,N,1
3371361,APO,N,Y,N,1
3372211,ATE,Y,N,Y,1
3373684,APO,N,Y,N,1
3373919,APO,Y,N,N,1
3373980,ATE,N,N,Y,1
3374350,APO,Y,N,N,1
3374389,AMO,N,Y,N,1
3376342,APO,Y,N,Y,1
3378131,APO,N,Y,N,1
3378233,APO,N,N,Y,1
3381230,ATE,Y,N,N,1
3381260,APO,N,Y,N,1
3381261,APO,N,Y,N,1
3381347,APO,N,Y,N,1
3385164,APO,Y,N,N,1
3387549,APO,Y,N,N,1
3387609,AMO,N,Y,N,1
3387615,APO,Y,N,Y,1
3387792,AMO,N,N,Y,1
3388354,ATE,Y,N,N,1
3388888,APO,N,N,Y,1
3390109,APO,N,Y,N,1
3392084,APO,N,N,Y,1
3392308,APO,N,Y,N,1
3392368,AMO,N,N,Y,1
3392369,APO,N,N,Y,1
3395309,ATE,Y,Y,Y,1
3395987,AMO,Y,N,N,1
3397995,APO,N,N,Y,1
3398066,APO,N,Y,N,1
3398740,APO,Y,N,N,1
3399122,APO,N,N,Y,1
3399918,APO,N,N,Y,1
3399920,APO,N,N,Y,1
3400306,AMO,N,Y,N,1
3401101,APO,N,N,Y,1
3401388,AMO,N,Y,N,1
3401386,AMO,N,Y,N,1
3401904,APO,Y,N,N,1
3402245,APO,N,Y,N,1
3402365,APO,Y,N,Y,1
3402643,APO,N,N,Y,1
3404362,ATE,N,N,Y,1
3404525,APO,Y,N,Y,1
3404767,APO,N,N,Y,1
3404768,ATE,N,N,Y,1
3405070,APO,Y,N,N,1
3405085,APO,N,N,Y,1
3405148,ATE,N,Y,N,1
3405189,APO,N,Y,N,1
3405195,AMO,N,N,Y,1
3405338,APO,N,Y,N,1
3406331,APO,Y,N,Y,1
3407474,APO,Y,N,Y,1
3407481,APO,N,Y,N,1
3407482,APO,Y,N,N,1
3407483,APO,N,Y,N,1
3407946,APO,Y,N,N,1
3408586,ATE,Y,N,N,1
3408682,AMO,Y,N,N,1
3409112,APO,Y,N,N,1
3409645,APO,Y,N,N,1
3409648,APO,Y,N,Y,1
3409651,APO,Y,N,N,1
3409707,APO,N,Y,N,1
3409965,AMO,N,N,Y,1
3409988,APO,N,N,Y,1
3409991,APO,N,Y,N,1
3410533,APO,N,Y,N,1
3410589,APO,Y,N,N,1
3412749,APO,N,Y,N,1
3412756,APO,N,N,Y,1
3414251,APO,N,Y,N,1
3414391,ATE,N,Y,N,1
3414402,AMO,N,N,Y,1
3423027,AMO,N,Y,N,1
3423604,APO,N,N,Y,1
3424289,APO,N,N,Y,1
3425295,APO,N,N,Y,1
3426808,APO,N,N,Y,1
3427442,APO,Y,N,N,1
3428529,AMO,N,Y,N,1
3430308,APO,N,N,Y,1
3430382,AMO,N,N,Y,1
3431598,AMO,N,N,Y,1
3432562,AMO,N,N,Y,1
3432638,APO,Y,N,N,1
3432687,APO,N,N,Y,1
3433366,APO,Y,N,N,1
3433367,AMO,N,Y,Y,1
3434371,APO,N,Y,Y,1
3435539,APO,N,Y,N,1
3435541,APO,N,Y,N,1
3439358,AMO,N,Y,Y,1
3439482,AMO,N,N,Y,1
3439812,AMO,N,Y,N,1
3439814,APO,N,N,Y,1
3440584,APO,N,N,Y,1
3441806,APO,Y,N,N,1
3441850,APO,N,Y,N,1
3442526,AMO,N,N,Y,1
3442842,APO,N,N,Y,1
3443832,AMO,N,Y,N,1
3444275,APO,N,N,Y,1
3444297,APO,N,Y,N,1
3444369,APO,Y,N,N,1
3445081,AMO,Y,N,Y,1
3445541,AMO,Y,N,Y,1
3448006,AMO,N,N,Y,1
3449085,APO,Y,N,N,1
3451022,AMO,N,N,Y,1
3454894,APO,Y,N,Y,1
3455139,APO,Y,N,N,1
3455312,AMO,Y,N,N,1
3455473,APO,N,Y,N,1
3455742,ATE,N,N,Y,1
3457388,APO,N,N,Y,1
3457841,APO,N,N,Y,1
3457844,APO,N,Y,N,1
3458579,ATE,N,Y,N,1
3458940,APO,Y,Y,Y,1
3458941,APO,N,N,Y,1
3459083,APO,Y,N,N,1
3459085,AMO,N,N,Y,1
3459086,APO,Y,N,Y,1
3459308,APO,N,N,Y,1
3459811,AMO,N,N,Y,1
3460263,APO,Y,N,Y,1
3463175,APO,N,N,Y,1
3463759,ATE,Y,N,Y,1
3465187,APO,N,N,Y,1
3465237,APO,N,N,Y,1
3465683,ATE,Y,N,N,1
3467181,AMO,N,N,Y,1
3467186,AMO,Y,N,N,1
3467189,APO,Y,Y,Y,1
3467220,APO,N,N,Y,1
3467318,APO,N,Y,N,1
3467394,APO,N,N,Y,1
3467709,APO,N,N,Y,1
54180331,AMO,N,Y,N,1
3468492,APO,Y,N,N,1
3469645,AMO,Y,N,N,1
3471581,APO,Y,N,Y,1
3471660,APO,Y,N,N,1
3471688,APO,N,N,Y,1
3472193,AMO,Y,N,Y,1
3472299,ATE,N,N,Y,1
3472370,ATE,N,Y,N,1
3472375,APO,N,Y,N,1
3475239,AMO,N,N,Y,1
3476130,APO,Y,N,Y,1
3476777,AMO,N,N,Y,1
3477942,ATE,N,Y,N,1
3478247,AMO,N,N,Y,1
3478248,APO,Y,N,N,1
3478250,ATE,N,N,Y,1
3478650,APO,N,N,Y,1
3479013,ATE,N,N,Y,1
3479138,AMO,Y,N,N,1
3481977,APO,Y,N,N,1
3483204,APO,Y,N,N,1
3484921,APO,Y,N,Y,1
3486120,AMO,N,N,Y,1
3486328,APO,N,Y,Y,1
3507181,ATE,Y,Y,N,1
3508110,APO,N,N,Y,1
3508166,APO,N,N,Y,1
3511508,AMO,Y,N,N,1
3508137,AMO,N,Y,N,1
3508144,AMO,Y,N,N,1
3508162,APO,Y,N,N,1
3508164,APO,Y,N,N,1
3510599,APO,Y,N,Y,1
3511354,APO,N,N,Y,1
3511360,AMO,N,N,Y,1
3511892,APO,N,Y,Y,1
3991702,AMO,Y,N,N,1
3513745,AMO,N,Y,N,1
3514546,AMO,Y,N,Y,1
3514548,APO,Y,N,N,1
3514800,AMO,N,N,Y,1
3514891,ATE,N,N,Y,1
3514892,APO,N,Y,N,1
3514959,ATE,Y,N,N,1
3515379,APO,N,N,Y,1
3515458,APO,Y,N,Y,1
3516489,APO,N,Y,N,1
3516631,APO,Y,Y,Y,1
3517465,ATE,Y,Y,Y,1
3518265,APO,N,Y,N,1
3518295,APO,N,Y,N,1
3518309,APO,N,N,Y,1
3518595,AMO,Y,N,N,1
54180486,AMO,N,N,Y,1
3520208,AMO,N,N,Y,1
3520663,AMO,Y,N,N,1
3520665,AMO,N,Y,N,1
3520694,APO,Y,N,N,1
3520762,APO,Y,N,N,1
3522125,APO,Y,Y,N,1
3522126,APO,Y,N,Y,1
3522158,APO,Y,N,N,1
3522631,ATE,N,Y,N,1
3528690,AMO,Y,N,N,1
3524019,APO,Y,N,Y,1
3524070,AMO,N,Y,N,1
3526640,APO,N,N,Y,1
3529601,AMO,N,N,Y,1
3529605,AMO,N,N,Y,1
3530352,APO,Y,N,N,1
3532404,AMO,Y,N,N,1
3536126,APO,N,N,Y,1
3536555,APO,N,N,Y,1
3536587,APO,N,N,Y,1
3536589,APO,N,N,Y,1
3536611,APO,Y,N,Y,1
3537907,APO,Y,N,N,1
3538600,APO,Y,N,N,1
3543621,AMO,N,N,Y,1
3542519,ATE,N,Y,N,1
3542555,ATE,Y,N,N,1
3545179,APO,Y,N,N,1
3545238,APO,Y,N,N,1
3545393,APO,N,N,Y,1
3545413,APO,Y,N,N,1
3545480,APO,N,Y,N,1
3545509,APO,N,N,Y,1
3545711,APO,Y,N,Y,1
3547631,APO,N,N,Y,1
3547678,APO,Y,N,N,1
3548890,APO,N,Y,N,1
3549563,ATE,N,Y,N,1
3549696,APO,N,Y,N,1
3550084,APO,N,N,Y,1
3550086,APO,N,N,Y,1
3550232,APO,N,Y,N,1
3550134,APO,Y,N,Y,1
3550304,APO,N,N,Y,1
3550467,APO,N,Y,Y,1
3550612,APO,N,Y,N,1
3550890,AMO,N,Y,N,1
3550891,APO,Y,N,N,1
3551168,APO,N,Y,N,1
3551328,APO,N,N,Y,1
3551329,APO,N,N,Y,1
3552290,AMO,Y,N,N,1
3552574,APO,Y,N,N,1
3552631,AMO,Y,N,Y,1
3552666,AMO,N,N,Y,1
3552671,APO,Y,N,Y,1
3552779,AMO,N,Y,N,1
3553284,APO,N,N,Y,1
3553583,APO,Y,N,N,1
3553666,APO,Y,Y,N,1
3553704,APO,N,N,Y,1
3553960,APO,Y,N,Y,1
3555012,APO,N,N,Y,1
3555019,APO,N,N,Y,1
3555070,APO,N,Y,N,1
3555102,APO,Y,N,N,1
3555171,AMO,N,Y,N,1
54304638,AMO,Y,N,N,1
3555789,AMO,N,N,Y,1
3555793,APO,N,N,Y,1
3556125,APO,N,Y,N,1
3557636,APO,N,Y,N,1
3557783,APO,Y,N,Y,1
3556969,AMO,Y,N,Y,1
3557193,AMO,N,N,Y,1
3557196,APO,N,N,Y,1
3557198,APO,N,Y,N,1
3557822,APO,Y,N,N,1
3557637,AMO,N,Y,N,1
3557958,APO,N,Y,N,1
3558380,ATE,Y,N,N,1
3558388,ATE,N,Y,N,1
3559600,APO,Y,N,N,1
3559737,APO,Y,N,N,1
3559739,APO,N,Y,N,1
3559783,APO,Y,Y,N,1
3560053,AMO,N,N,Y,1
3560130,APO,N,Y,N,1
3560549,AMO,Y,N,N,1
3560770,APO,N,Y,N,1
3560814,APO,Y,N,N,1
3560913,AMO,N,Y,N,1
3560920,AMO,N,N,Y,1
3560922,APO,Y,N,N,1
3561031,ATE,Y,N,N,1
3561032,AMO,Y,N,N,1
3562866,APO,N,Y,N,1
3563426,AMO,Y,N,N,1
3563491,APO,Y,N,Y,1
3564248,AMO,N,Y,N,1
3564590,APO,N,N,Y,1
3564725,AMO,N,N,Y,1
3566441,APO,N,Y,N,1
3566465,APO,N,Y,N,1
3566532,AMO,Y,N,N,1
3566534,APO,N,N,Y,1
3566695,APO,N,Y,N,1
3567519,APO,Y,N,N,1
3567537,AMO,N,N,Y,1
3567572,APO,Y,N,Y,1
3568014,AMO,N,N,Y,1
3568303,AMO,N,Y,N,1
3568373,AMO,N,N,Y,1
3568377,APO,N,Y,N,1
3568422,AMO,Y,N,Y,1
3573149,APO,Y,N,N,1
3574133,AMO,Y,N,N,1
3575219,AMO,N,N,Y,1
3578624,ATE,Y,N,N,1
3578922,APO,N,N,Y,1
3578974,APO,Y,N,N,1
3580319,APO,Y,N,Y,1
3580960,AMO,Y,N,N,1
3581669,ATE,N,Y,N,1
3582138,APO,N,N,Y,1
3582230,APO,N,N,Y,1
3582666,AMO,N,N,Y,1
3582867,AMO,N,Y,N,1
3584135,APO,Y,N,Y,1
3585280,AMO,Y,N,N,1
3584579,APO,Y,N,Y,1
3584581,AMO,N,N,Y,1
3584583,APO,N,Y,N,1
54502909,APO,N,Y,N,1
3588022,AMO,N,Y,N,1
3588783,APO,Y,N,N,1
3588900,APO,Y,N,Y,1
3589302,APO,N,Y,N,1
3589717,AMO,N,N,Y,1
3591407,APO,N,Y,N,1
3591465,AMO,N,N,Y,1
3591722,APO,N,Y,N,1
3591755,APO,N,Y,N,1
3591758,AMO,Y,N,N,1
3591888,APO,N,Y,N,1
3592014,APO,N,Y,N,1
3591894,APO,N,Y,N,1
3592226,AMO,N,N,Y,1
3595776,AMO,N,Y,N,1
3595880,APO,N,N,Y,1
3595929,APO,N,N,Y,1
3595981,AMO,N,Y,N,1
3596032,APO,Y,N,Y,1
3596035,APO,N,Y,N,1
3596038,AMO,N,Y,N,1
3596211,AMO,Y,N,Y,1
3596678,AMO,Y,N,N,1
3596841,AMO,Y,N,N,1
3596843,APO,Y,N,Y,1
3596846,AMO,Y,N,N,1
3597092,AMO,N,Y,N,1
3597096,AMO,N,N,Y,1
3597098,APO,Y,Y,N,1
3597099,AMO,N,N,Y,1
3597506,AMO,Y,N,N,1
3599389,AMO,N,Y,N,1
3599768,AMO,N,N,Y,1
3599860,APO,N,Y,N,1
3600104,APO,Y,N,N,1
3600238,AMO,Y,N,N,1
3600243,APO,N,Y,N,1
3600477,APO,N,N,Y,1
3601274,APO,N,N,Y,1
3601408,AMO,N,N,Y,1
3601611,APO,Y,N,Y,1
3601677,APO,N,Y,N,1
3602505,AMO,N,N,Y,1
3602525,AMO,N,Y,N,1
3602530,APO,Y,Y,N,1
3602689,APO,Y,N,Y,1
3602702,APO,N,N,Y,1
3602739,AMO,Y,N,N,1
3602784,APO,N,N,Y,1
3602785,APO,Y,N,N,1
3602786,AMO,N,N,Y,1
3602838,APO,N,N,Y,1
3603128,ATE,Y,N,N,1
3603225,APO,Y,N,N,1
3603632,AMO,Y,N,N,1
3604184,AMO,N,N,Y,1
3604305,AMO,N,Y,N,1
3605005,APO,Y,N,N,1
3605334,AMO,N,Y,N,1
3605578,APO,N,N,Y,1
3605664,APO,Y,N,Y,1
3605730,APO,Y,N,Y,1
3605761,AMO,N,N,Y,1
3605793,AMO,N,Y,N,1
3605840,APO,N,N,Y,1
3605889,APO,Y,N,Y,1
3605890,APO,N,N,Y,1
3606221,APO,N,N,Y,1
3607530,APO,N,Y,N,1
3607742,ATE,Y,N,N,1
3608324,AMO,N,N,Y,1
3608427,AMO,Y,N,N,1
3608475,AMO,N,N,Y,1
3608618,APO,N,N,Y,1
3608785,APO,Y,N,N,1
3609384,AMO,N,N,Y,1
3610167,AMO,N,Y,N,1
3610175,APO,N,Y,N,1
3610182,AMO,Y,N,N,1
3610526,APO,N,Y,N,1
3610529,AMO,N,N,Y,1
3617331,AMO,Y,N,N,1
3611398,AMO,N,N,Y,1
3611402,ATE,N,N,Y,1
3612847,APO,N,Y,N,1
3613388,APO,N,Y,N,1
3614397,APO,N,N,Y,1
3614637,APO,Y,N,Y,1
3614980,APO,N,Y,N,1
3614983,APO,N,N,Y,1
3616690,AMO,Y,N,Y,1
3616697,APO,Y,N,N,1
3619321,APO,N,N,Y,1
3619343,APO,N,N,Y,1
3621027,APO,Y,N,Y,1
3621619,AMO,N,Y,N,1
3621811,AMO,Y,N,N,1
3623576,APO,N,Y,N,1
3623579,APO,Y,N,N,1
3623580,APO,N,N,Y,1
3623611,AMO,N,N,Y,1
3623675,APO,Y,N,N,1
3623998,ATE,Y,N,N,1
3624133,AMO,N,N,Y,1
3624232,APO,Y,Y,Y,1
3624751,APO,N,Y,N,1
3625126,APO,Y,N,N,1
3625596,AMO,Y,N,N,1
3626031,APO,N,Y,N,1
3626732,APO,Y,N,Y,1
3627033,AMO,Y,N,N,1
3627012,ATE,Y,N,Y,1
54458193,APO,Y,N,N,1
3627115,ATE,Y,Y,N,1
3627116,AMO,N,N,Y,1
3627426,AMO,Y,N,N,1
3631822,APO,Y,N,N,1
3632677,APO,Y,N,Y,1
