spkid,full_name,pha,class
20857652,857652 (2012 SA22),N,AMO
20857653,857653 (2012 SB22),N,AMO
20858130,858130 (2012 US136),N,APO
20858610,858610 (2013 AP27),N,AMO
20858620,858620 (2013 AQ60),N,APO
20859061,859061 (2013 GY73),N,AMO
20859365,859365 (2013 MX5),N,AMO
20859487,859487 (2013 ON5),N,AMO
20859506,859506 (2013 PV2),N,AMO
20859524,859524 (2013 PD21),N,APO
20859642,859642 (2013 QH48),N,AMO
20859716,859716 (2013 RZ73),Y,APO
20859815,859815 (2013 SK19),N,AMO
20860019,860019 (2013 UV10),N,AMO
20860288,860288 (2013 YB48),N,AMO
20860375,860375 (2014 AD17),N,AMO
20860519,860519 (2014 CJ14),N,AMO
20860591,860591 (2014 DT110),N,AMO
20861115,861115 (2014 JC31),N,APO
20861128,861128 (2014 JH57),N,APO
20861366,861366 (2014 MC6),N,APO
20862524,862524 (2014 QK434),Y,APO
20863777,863777 (2014 VM),N,AMO
20863778,863778 (2014 VQ),N,AMO
20864101,864101 (2014 WL368),N,AMO
20864393,864393 (2014 YC15),N,AMO
20864405,864405 (2014 YV43),N,APO
20865465,865465 (2015 HU116),N,AMO
20866329,866329 (2015 RE36),N,APO
20866580,866580 (2015 SY2),N,AMO
20866876,866876 (2015 TE323),Y,APO
20867840,867840 (2016 AO131),N,APO
20868894,868894 (2016 HM2),N,AMO
20868895,868895 (2016 HV3),Y,APO
20869228,869228 (2016 ON),N,AMO
20869521,869521 (2016 QJ44),Y,APO
20869522,869522 (2016 QE45),Y,APO
20869984,869984 (2016 UJ31),Y,APO
20870028,870028 (2016 UT80),N,AMO
20870296,870296 (2016 XU17),N,AMO
20870462,870462 (2017 BU31),N,AMO
20871181,871181 (2017 OR18),N,AMO
20871271,871271 (2017 PJ26),N,AMO
20871399,871399 (2017 RD15),N,AMO
20871972,871972 (2017 XB2),N,AMO
20872436,872436 (2018 KM2),N,APO
20872502,872502 (2018 MS6),N,AMO
20872737,872737 (2018 TS5),N,AMO
20872894,872894 (2018 XH),N,APO
20872932,872932 (2019 AF12),N,AMO
20872992,872992 (2019 BC1),Y,APO
20873204,873204 (2019 HH4),Y,APO
20873893,873893 (2020 DB5),Y,AMO
20874272,874272 (2020 RU),N,AMO
20874493,874493 (2020 XJ15),N,AMO
20874728,874728 (2021 NZ1),N,AMO
20874868,874868 (2021 TE14),N,APO
20874981,874981 (2022 BZ5),N,APO
20875006,875006 (2022 MS1),N,APO
20875047,875047 (2022 UZ3),N,AMO
20875056,875056 (2022 WY5),N,AMO
20875163,875163 (1998 SH2),Y,APO
20875181,875181 (1999 VR6),N,APO
20875182,875182 (1999 VX15),N,AMO
20875188,875188 (2000 DL8),N,APO
20875192,875192 (2000 LK10),N,AMO
20875207,875207 (2000 WM63),N,APO
20875236,875236 (2001 SQ263),N,ATE
20875249,875249 (2001 UE5),N,AMO
20875272,875272 (2002 LX),Y,APO
20875461,875461 (2003 YJ),N,ATE
20875493,875493 (2004 ME6),N,APO
20875496,875496 (2004 PS42),Y,AMO
20875565,875565 (2004 XL29),N,APO
20875754,875754 (2005 XW4),N,APO
20875759,875759 (2005 XT77),Y,ATE
20875786,875786 (2006 BC),N,APO
20875832,875832 (2006 FJ),N,APO
20875863,875863 (2006 OT9),N,APO
20875904,875904 (2006 SR78),N,APO
20875992,875992 (2006 UK217),N,APO
20876021,876021 (2006 WT29),N,AMO
20876034,876034 (2006 XF1),N,APO
20876049,876049 (2007 DZ40),N,APO
20876091,876091 (2007 RV19),N,AMO
20876174,876174 (2007 TR24),Y,APO
20876393,876393 (2008 BP16),N,ATE
20876446,876446 (2008 KQ),N,AMO
20876453,876453 (2008 LQ16),N,APO
20876588,876588 (2008 TD2),N,AMO
20876653,876653 (2008 UX),N,ATE
20876813,876813 (2008 WZ94),Y,APO
20876841,876841 (2008 XB1),Y,APO
20876912,876912 (2009 BE58),Y,ATE
20876954,876954 (2009 FF),Y,APO
20876982,876982 (2009 MX6),N,APO
20876995,876995 (2009 RZ3),Y,APO
20877413,877413 (2010 GO33),N,APO
20877458,877458 (2010 JF),N,AMO
20877685,877685 (2010 VD72),Y,ATE
20877717,877717 (2010 WT8),N,APO
20877718,877718 (2010 WZ8),Y,APO
20877756,877756 (2011 BF59),N,APO
20877808,877808 (2011 EL11),Y,APO
20877855,877855 (2011 GZ54),N,AMO
20877877,877877 (2011 HS60),N,APO
20877915,877915 (2011 ME),N,APO
20877916,877916 (2011 MV),N,AMO
20878008,878008 (2011 SJ16),N,APO
20878228,878228 (2011 VR5),N,AMO
20878285,878285 (2011 XC),N,AMO
20878293,878293 (2011 YX10),N,ATE
20878300,878300 (2011 YU62),N,APO
20878384,878384 (2012 HG31),Y,AMO
20878420,878420 (2012 LR1),Y,APO
20878421,878421 (2012 LK2),N,APO
20878692,878692 (2012 VZ25),N,AMO
20878706,878706 (2012 VF82),N,AMO
20878758,878758 (2012 XS93),N,APO
20878899,878899 (2013 CX129),N,AMO
20879232,879232 (2013 SL30),N,AMO
20879426,879426 (2013 WW44),N,APO
20879537,879537 (2014 AF51),Y,AMO
20879598,879598 (2014 DM22),Y,APO
20879864,879864 (2014 KE91),N,AMO
20879908,879908 (2014 NW64),N,AMO
20880019,880019 (2014 PL51),N,AMO
20880080,880080 (2014 QS296),N,APO
20880116,880116 (2014 QJ433),N,APO
20880302,880302 (2014 TL17),N,APO
20880750,880750 (2014 YK9),N,AMO
20881303,881303 (2015 FS332),Y,APO
20881898,881898 (2015 RB82),N,AMO
20882173,882173 (2015 VL105),N,AMO
20882273,882273 (2015 XJ261),N,AMO
20882782,882782 (2016 EN1),N,AMO
20882844,882844 (2016 ED157),N,AMO
20882845,882845 (2016 EZ157),Y,APO
20883024,883024 (2016 GU221),N,AMO
20883073,883073 (2016 HX3),N,AMO
20883081,883081 (2016 JE),N,ATE
20883088,883088 (2016 JU33),Y,APO
20883378,883378 (2016 QM11),N,APO
20883465,883465 (2016 RQ41),N,APO
20883607,883607 (2016 TA56),N,APO
20883801,883801 (2016 UJ101),N,APO
20884011,884011 (2016 XA24),N,APO
20884090,884090 (2017 BL3),Y,APO
20884186,884186 (2017 DT37),N,AMO
20884385,884385 (2017 ME),N,APO
20884403,884403 (2017 NQ6),N,APO
20884785,884785 (2017 VW1),N,APO
20884793,884793 (2017 VR12),Y,APO
20884829,884829 (2017 WK13),N,APO
20884842,884842 (2017 WC29),N,APO
20884903,884903 (2017 XO60),N,APO
20884904,884904 (2017 XH62),N,AMO
20884943,884943 (2017 YC8),N,APO
20885020,885020 (2018 BK1),N,APO
20885021,885021 (2018 BY2),Y,APO
20885067,885067 (2018 FS3),Y,APO
20885120,885120 (2018 JA),Y,APO
20885268,885268 (2018 RP8),N,ATE
20885322,885322 (2018 TY2),Y,APO
20885347,885347 (2018 VB4),N,APO
20885376,885376 (2018 YJ),N,AMO
20885377,885377 (2018 YU),N,APO
20885551,885551 (2019 KH2),N,AMO
20885552,885552 (2019 KB4),Y,AMO
20885617,885617 (2019 NJ7),N,APO
20885677,885677 (2019 OH1),N,ATE
20885992,885992 (2019 TP1),Y,APO
20886039,886039 (2019 UJ13),N,AMO
20886097,886097 (2019 VO1),N,APO
20886138,886138 (2019 YR4),N,APO
20886139,886139 (2019 YY5),N,APO
20886181,886181 (2020 EM),N,APO
20886275,886275 (2020 LD3),N,APO
20886345,886345 (2020 PY1),N,APO
20886371,886371 (2020 QP5),N,APO
20886456,886456 (2020 SG1),N,APO
20886505,886505 (2020 TP7),N,APO
20886605,886605 (2021 CY6),N,AMO
20886606,886606 (2021 CM9),N,AMO
20886662,886662 (2021 JY),Y,APO
20886663,886663 (2021 JW1),N,AMO
20886700,886700 (2021 OC5),N,APO
20886709,886709 (2021 PQ26),N,APO
20886732,886732 (2021 RM12),N,AMO
20886819,886819 (2021 TA15),N,AMO
20886832,886832 (2021 TJ57),N,APO
20886858,886858 (2021 UO),N,APO
20886859,886859 (2021 UN7),N,ATE
20886889,886889 (2021 VP6),N,APO
20886890,886890 (2021 VQ11),N,AMO
20886933,886933 (2022 CN1),Y,AMO
20886985,886985 (2022 UY21),N,APO
20886986,886986 (2022 UZ21),N,AMO
20887017,887017 (2023 LM2),N,APO
20887030,887030 (2023 QF5),Y,APO
3012393,(1979 XB),Y,APO
3005804,(1982 YA),N,AMO
3092100,(1986 NA),N,AMO
3092101,(1988 NE),N,AMO
3092102,(1990 UN),N,APO
3092104,(1991 BA),N,APO
3002856,(1991 GO),Y,APO
3092105,(1991 JR),N,AMO
3092106,(1991 TT),N,APO
3092107,(1991 TU),N,APO
3003148,(1991 VA),N,APO
3005816,(1991 VG),N,APO
3092109,(1991 XA),N,APO
3005818,(1991 XB),N,AMO
3092111,(1992 DU),N,APO
3005831,(1992 JD),N,APO
3005851,(1992 SZ),N,AMO
3092112,(1992 YD3),N,APO
3092113,(1993 BD3),N,AMO
3005864,(1993 BU3),N,AMO
3092114,(1993 DA),N,ATE
3092115,(1993 FA1),N,APO
3005871,(1993 HC),N,APO
3092117,(1993 HP1),N,APO
3005874,(1993 KA),N,APO
3005877,(1993 KA2),N,APO
3005896,(1993 TZ),N,APO
3092118,(1993 UA),N,APO
3092119,(1993 UD),N,AMO
3092120,(1994 BB),N,AMO
3012399,(1994 EK),Y,APO
3092121,(1994 EU),N,APO
3005920,(1994 ES1),N,APO
3092122,(1994 FA),N,APO
3092123,(1994 GK),N,APO
3092124,(1994 GL),N,ATE
3092125,(1994 GV),N,APO
3005942,(1994 NE),Y,APO
3005943,(1994 NK),N,AMO
3092127,(1994 RB),N,APO
3092128,(1994 TA2),N,AMO
3092129,(1994 TE2),N,AMO
3092130,(1994 US),N,AMO
3092131,(1994 VH8),N,APO
3005969,(1994 WR12),N,ATE
3092132,(1994 XG),N,APO
3092133,(1994 XM1),N,APO
3092134,(1995 BK2),N,AMO
3005973,(1995 CR),Y,ATE
3092135,(1995 CS),N,APO
3092136,(1995 DV1),N,APO
3006176,(1995 FF),N,APO
3007932,(1995 FG),N,AMO
3092138,(1995 FO),N,APO
3007722,(1995 FX),N,AMO
3006207,(1995 HM),N,AMO
3007950,(1995 LA),N,APO
3092139,(1995 NA),N,AMO
3092140,(1995 SB),N,AMO
3092141,(1995 SC1),N,AMO
3008008,(1995 SD1),N,AMO
3008064,(1995 SA4),N,AMO
3008028,(1995 UB),N,APO
3092142,(1995 UC2),N,AMO
3092143,(1996 AP1),N,APO
3008362,(1996 AE2),N,APO
3008375,(1996 BT),N,APO
3008376,(1996 BA1),N,AMO
3092144,(1996 BG1),N,ATE
3092146,(1996 FT1),N,APO
3092147,(1996 GQ),N,APO
3009014,(1996 HN),N,AMO
3009026,(1996 JA1),Y,APO
3009067,(1996 KE),N,AMO
3009117,(1996 MQ),N,AMO
3092151,(1996 TC1),N,APO
3092152,(1996 TP6),N,APO
3092153,(1996 TD9),N,APO
3092154,(1996 VB3),N,APO
3092155,(1996 VZ4),N,AMO
3092156,(1996 XZ12),N,ATE
3009542,(1996 XX14),N,APO
3009717,(1997 AC11),N,ATE
3009749,(1997 CD17),N,APO
3092157,(1997 EN23),N,AMO
3092158,(1997 GK3),N,APO
3010077,(1997 GD32),Y,APO
3092160,(1997 MS),N,APO
3010346,(1997 PN),N,AMO
3010679,(1997 QK1),Y,APO
3010682,(1997 RT),N,AMO
3010396,(1997 TZ16),N,APO
3092161,(1997 TC25),N,APO
3007490,(1997 TT25),N,AMO
3010734,(1997 UR),N,APO
3092162,(1997 UZ10),N,AMO
3092163,(1997 UA11),N,APO
3092164,(1997 VG),N,AMO
3092165,(1997 VN4),N,AMO
3092166,(1997 VG6),Y,APO
3007574,(1997 WQ23),Y,APO
3007859,(1997 XS2),N,AMO
3007642,(1997 XE10),N,APO
3092168,(1997 YM9),N,APO
3092169,(1997 YR10),N,AMO
3011167,(1998 BY7),Y,APO
3007925,(1998 BT13),N,APO
3007053,(1998 BR26),N,APO
3092170,(1998 DX11),N,APO
3092171,(1998 DV20),N,APO
3184472,(1998 DK36),N,IEO
3092172,(1998 EE3),N,APO
3011573,(1998 EP4),N,APO
3012991,(1998 FL5),N,APO
3011965,(1998 FM9),N,AMO
3012996,(1998 FG12),N,APO
3092174,(1998 GC1),N,AMO
3013024,(1998 GL10),N,AMO
3092175,(1998 HH1),N,AMO
3092176,(1998 HM1),N,APO
3013039,(1998 HT31),Y,APO
54179903,(1998 HP126),N,ATE
3092181,(1998 KH),N,APO
3092182,(1998 KD3),Y,APO
3013623,(1998 KF3),N,AMO
3092184,(1998 KO3),N,APO
3013061,(1998 KJ17),N,AMO
3012392,(1998 KY26),N,APO
3013645,(1998 LE),N,APO
3013648,(1998 MS2),N,AMO
3013651,(1998 MV5),N,APO
3013658,(1998 OP4),N,AMO
3092186,(1998 QQ),N,APO
3014153,(1998 QH1),N,AMO
3014162,(1998 QV3),N,AMO
3092188,(1998 QH28),N,AMO
3013664,(1998 QA62),Y,APO
3014781,(1998 QA105),N,AMO
3092193,(1998 SS4),N,AMO
3014110,(1998 SU4),Y,APO
3014184,(1998 SD9),N,ATE
3014112,(1998 SY14),Y,APO
3092194,(1998 SZ14),N,AMO
3015796,(1998 SE35),N,AMO
3015823,(1998 TT3),N,AMO
3092196,(1998 UR),N,AMO
3092197,(1998 UM1),N,AMO
3014683,(1998 US18),Y,APO
3092198,(1998 UY24),N,APO
3092199,(1998 VP),N,AMO
3015692,(1998 VS),N,APO
3092201,(1998 VE31),N,APO
3015694,(1998 VD32),N,APO
3092202,(1998 WY1),N,AMO
3092203,(1998 WA2),N,AMO
3015695,(1998 WB2),Y,APO
3092205,(1998 WL4),N,APO
3092206,(1998 WR5),N,AMO
3016524,(1998 XD12),Y,APO
3064315,(1998 XN17),N,ATE
3017307,(1999 AF4),N,AMO
3017308,(1999 AM10),N,APO
3017309,(1999 AO10),N,ATE
3092212,(1999 BO),N,AMO
3092213,(1999 BL33),N,AMO
3018330,(1999 CQ2),N,APO
3017729,(1999 CG9),N,APO
3019075,(1999 DB2),N,AMO
3019077,(1999 DY2),N,AMO
3092214,(1999 DJ3),N,AMO
3092215,(1999 EO3),N,AMO
3019624,(1999 EF5),N,AMO
3019079,(1999 FR5),N,APO
3092216,(1999 FQ10),N,APO
3018335,(1999 FN19),N,APO
3019631,(1999 FP19),N,APO
3092217,(1999 FR19),Y,APO
3019083,(1999 GL4),Y,APO
3092220,(1999 GR6),N,APO
3092221,(1999 HC1),N,APO
3020950,(1999 HX1),N,AMO
3020976,(1999 JZ10),Y,APO
3092224,(1999 KL1),N,APO
3092225,(1999 LJ1),N,AMO
3019646,(1999 LT1),N,AMO
3092227,(1999 LW1),N,APO
3019647,(1999 LX1),Y,APO
3092228,(1999 LD6),N,APO
3022007,(1999 LE6),N,AMO
3092229,(1999 LV7),N,AMO
3022013,(1999 LD30),N,AMO
3022026,(1999 OQ3),N,AMO
3023165,(1999 PS3),N,AMO
3023021,(1999 RU2),N,AMO
3022995,(1999 RN28),N,AMO
3092231,(1999 RP28),N,AMO
3023018,(1999 RQ28),N,AMO
3022933,(1999 RZ31),N,AMO
3023012,(1999 RA32),N,APO
3022035,(1999 RB32),N,AMO
3022935,(1999 RJ33),N,AMO
3092232,(1999 RK33),N,APO
3023064,(1999 RO36),N,AMO
3024682,(1999 SE10),N,AMO
3023213,(1999 SF10),N,APO
3022970,(1999 SG10),Y,APO
3022971,(1999 SH10),N,APO
3023157,(1999 TY2),N,APO
3024692,(1999 TA5),N,AMO
3024695,(1999 TD5),N,AMO
3024696,(1999 TE5),N,AMO
54402375,(1999 TJ10),N,AMO
3023216,(1999 TM12),N,APO
3092234,(1999 TM13),N,AMO
3022973,(1999 TN13),N,APO
3022972,(1999 TO13),Y,APO
3022974,(1999 TT16),Y,APO
3092235,(1999 TU16),N,AMO
3023285,(1999 TV16),N,APO
3092236,(1999 TW16),N,APO
3092237,(1999 UQ),N,AMO
3022975,(1999 UR),Y,APO
3092238,(1999 UZ5),N,APO
3092239,(1999 VT),N,AMO
3092241,(1999 VN11),N,AMO
3092242,(1999 VK12),N,APO
3092243,(1999 VU25),N,AMO
3092244,(1999 VV25),N,APO
3092245,(1999 VW25),N,ATE
3024030,(1999 VX25),N,ATE
3024715,(1999 XS35),Y,APO
3024714,(1999 XK136),Y,APO
3092247,(1999 XN141),N,APO
3025760,(1999 YD),Y,APO
3025766,(2000 AA6),Y,APO
3029456,(2000 AB6),N,APO
3026912,(2000 AG6),N,APO
3029650,(2000 AE205),N,APO
3029651,(2000 AG205),N,AMO
3092248,(2000 AH205),N,APO
3029670,(2000 BH19),N,AMO
3031701,(2000 BK19),N,APO
3092249,(2000 BO19),N,APO
3031751,(2000 CL33),N,AMO
3028805,(2000 CM33),Y,APO
3034813,(2000 CN33),N,AMO
3028806,(2000 CO33),Y,APO
3031776,(2000 CK59),N,APO
3028810,(2000 CP101),Y,APO
3031172,(2000 DN1),Y,APO
3031814,(2000 DO8),N,APO
3031176,(2000 EB14),N,ATE
3092253,(2000 EM26),N,ATE
3031184,(2000 EU70),Y,APO
3092255,(2000 EC104),N,AMO
3035165,(2000 EZ106),N,ATE
54506152,(2000 EA116),N,AMO
3036128,(2000 FP10),N,AMO
3036140,(2000 FX13),N,AMO
3092257,(2000 GB2),N,APO
3092258,(2000 GT127),N,AMO
3036336,(2000 GV127),N,AMO
3092259,(2000 GW127),N,APO
3076412,(2000 GC147),N,AMO
3036363,(2000 HB24),N,ATE
3092260,(2000 HO40),N,ATE
3092261,(2000 HP40),N,AMO
3035245,(2000 JF5),Y,APO
3092262,(2000 JX8),N,AMO
3035252,(2000 KA),Y,APO
3042552,(2000 KC),N,AMO
3043880,(2000 KL33),N,AMO
3043885,(2000 KE41),N,APO
3092264,(2000 KP44),N,APO
3092266,(2000 LD3),N,APO
3038472,(2000 LF3),Y,APO
3042555,(2000 LG6),N,ATE
3193003,(2000 NQ11),N,AMO
3046647,(2000 OH8),N,AMO
3046648,(2000 OK8),N,ATE
3092267,(2000 PN),N,APO
3046843,(2000 PE3),N,APO
3047101,(2000 PF5),N,AMO
3046120,(2000 PY5),Y,APO
3092268,(2000 PH8),N,AMO
3092269,(2000 PN8),N,APO
3053778,(2000 PQ27),N,AMO
3046124,(2000 QS7),Y,APO
3046125,(2000 QV7),Y,APO
3092270,(2000 QX69),N,APO
3054041,(2000 QJ130),N,AMO
3065692,(2000 QL130),N,AMO
3065636,(2000 QO130),N,AMO
3067537,(2000 RJ12),N,AMO
3092271,(2000 RK12),N,APO
3061255,(2000 RN12),N,APO
3065556,(2000 RD52),N,AMO
3046149,(2000 RE52),N,APO
3067545,(2000 RF52),N,AMO
3092273,(2000 RK60),N,AMO
3067559,(2000 SE8),N,APO
3063594,(2000 SF8),N,AMO
3063595,(2000 SG8),N,APO
3061702,(2000 SJ8),N,AMO
3066079,(2000 SL10),Y,APO
3050514,(2000 SM10),N,APO
3061707,(2000 SN10),N,AMO
3061726,(2000 SU20),N,AMO
3061746,(2000 SB25),N,AMO
3061790,(2000 SR43),N,AMO
3067565,(2000 SS43),N,AMO
3061794,(2000 SZ44),N,AMO
3054334,(2000 SB45),N,APO
3054338,(2000 SZ162),N,ATE
3062448,(2000 SC241),N,AMO
3054374,(2000 SG344),N,ATE
3067588,(2000 TH1),N,AMO
3067589,(2000 TL1),N,APO
3067590,(2000 TE2),N,AMO
3050517,(2000 TU28),Y,APO
3062723,(2000 TV28),N,AMO
3054373,(2000 UK11),N,ATE
3063789,(2000 UR16),N,ATE
3068617,(2000 UO30),N,APO
3054375,(2000 UQ30),Y,APO
3065518,(2000 UY33),N,AMO
3092274,(2000 VZ44),N,APO
3063058,(2000 WC1),Y,ATE
3092275,(2000 WG10),N,APO
3092276,(2000 WH10),Y,APO
3063064,(2000 WM10),N,AMO
3092277,(2000 WS28),N,APO
3070712,(2000 WT28),N,APO
3076549,(2000 WX28),N,AMO
3063080,(2000 WG63),N,APO
3071222,(2000 WH63),N,AMO
3065540,(2000 WJ63),N,AMO
3092278,(2000 WJ107),N,APO
3057546,(2000 WL107),N,APO
3072800,(2000 WM107),N,APO
3092279,(2000 WN148),N,AMO
3070547,(2000 WQ148),N,APO
3092280,(2000 XF44),N,AMO
3092281,(2000 XJ44),N,APO
3057549,(2000 YA),N,APO
3069008,(2000 YG4),N,AMO
3065184,(2000 YG29),Y,AMO
3067492,(2000 YS134),N,ATE
3069224,(2000 YT134),N,AMO
3067828,(2001 AV43),N,APO
3076813,(2001 BF10),N,APO
3092284,(2001 BX15),N,APO
3070723,(2001 BY15),N,AMO
3068066,(2001 BA16),N,ATE
3071939,(2001 BB16),N,ATE
3072969,(2001 BC16),N,APO
3072545,(2001 BD16),N,APO
3092285,(2001 BE16),N,APO
3092286,(2001 BB40),N,APO
3072405,(2001 BO60),N,AMO
3092287,(2001 BM61),N,AMO
3092288,(2001 BN61),N,APO
3092289,(2001 CA21),Y,APO
3069758,(2001 CP36),N,ATE
3070801,(2001 CQ36),N,ATE
3076609,(2001 DS8),N,AMO
3076610,(2001 DT8),N,AMO
3076622,(2001 DG47),N,APO
3070749,(2001 DZ76),N,APO
3070541,(2001 EC),Y,APO
3071762,(2001 EC16),N,APO
3072196,(2001 ED18),N,ATE
3078275,(2001 FZ),N,AMO
3092292,(2001 FE7),N,AMO
3092293,(2001 FP32),N,APO
3071766,(2001 FA58),Y,APO
3092294,(2001 FB58),N,AMO
3071767,(2001 FC58),Y,APO
3072273,(2001 FR85),N,ATE
3071769,(2001 FB90),Y,APO
3092295,(2001 FC90),N,AMO
3076737,(2001 FF90),N,APO
54509645,(2001 FN91),N,APO
3072291,(2001 FO127),N,ATE
3076747,(2001 FR128),N,APO
3076772,(2001 GL2),N,APO
3076773,(2001 GM2),N,APO
3092296,(2001 GO2),N,APO
3076774,(2001 GP2),N,APO
3074752,(2001 GR2),Y,APO
3078253,(2001 GS2),N,AMO
3074753,(2001 GT2),Y,APO
3077082,(2001 HW7),N,AMO
3092297,(2001 HX7),N,AMO
3092298,(2001 HJ31),N,APO
3076783,(2001 HK31),N,AMO
3076784,(2001 HL31),N,APO
3076812,(2001 JV1),Y,APO
3076899,(2001 JW1),N,AMO
3092299,(2001 KW18),N,AMO
54221661,(2001 KY18),N,AMO
3077026,(2001 KM20),N,APO
3092300,(2001 KO41),N,AMO
3076814,(2001 KF54),Y,APO
3079018,(2001 KD55),N,AMO
3077854,(2001 KU66),N,APO
3092301,(2001 KD68),N,AMO
3078262,(2001 LD),Y,APO
3079888,(2001 LD6),N,AMO
3079905,(2001 MD1),N,AMO
3092303,(2001 MS3),N,APO
3079913,(2001 MY7),N,AMO
3092304,(2001 NY1),N,AMO
3080816,(2001 NJ6),N,AMO
3092305,(2001 ND13),N,APO
3091293,(2001 NE13),N,AMO
3079950,(2001 OT),N,ATE
3080986,(2001 OD3),N,AMO
3079958,(2001 OE3),N,AMO
3081029,(2001 OV13),N,AMO
3080778,(2001 OX13),N,AMO
3092306,(2001 OF25),N,AMO
3080850,(2001 OC36),N,APO
3091694,(2001 PJ),N,AMO
3091713,(2001 PH9),N,AMO
3091716,(2001 PU9),N,AMO
3091723,(2001 PF14),N,AMO
3091724,(2001 PG14),N,APO
3091760,(2001 PJ29),N,APO
3091784,(2001 QJ),N,AMO
3091894,(2001 QB34),N,AMO
3092308,(2001 QD34),N,AMO
3091895,(2001 QE34),N,APO
3081292,(2001 QE71),N,APO
3091994,(2001 QF96),N,APO
3080637,(2001 QJ96),N,APO
3092068,(2001 QG142),N,AMO
3092069,(2001 QJ142),N,APO
3092312,(2001 QM142),N,APO
3092313,(2001 QN142),N,APO
3092314,(2001 QO142),N,APO
3080993,(2001 QP142),N,AMO
3092315,(2001 QK153),N,APO
3092076,(2001 QL153),N,AMO
3092316,(2001 QL163),N,APO
3092085,(2001 QM163),N,APO
3092092,(2001 RO3),N,APO
3092319,(2001 RP3),N,AMO
3082922,(2001 RQ17),N,APO
3092326,(2001 RW17),N,APO
3092356,(2001 RX17),N,AMO
3092327,(2001 RA18),N,AMO
3092328,(2001 RX47),N,AMO
3082923,(2001 SQ3),Y,APO
3092358,(2001 SJ9),N,AMO
3092330,(2001 SY169),N,APO
3092331,(2001 SZ169),N,AMO
3092332,(2001 SA170),N,AMO
3092333,(2001 SB170),N,APO
3092334,(2001 SC170),N,AMO
3092337,(2001 SJ262),N,AMO
3092338,(2001 SO263),N,AMO
3082928,(2001 SP263),N,APO
3092363,(2001 SR263),N,AMO
3459879,(2001 SL264),N,AMO
3092365,(2001 SX269),N,AMO
3082930,(2001 SY269),Y,APO
3082929,(2001 SZ269),Y,APO
3092341,(2001 SD270),N,AMO
3092096,(2001 SE270),N,APO
3092342,(2001 SH276),N,APO
3092343,(2001 SD286),N,APO
54509646,(2001 SP287),N,APO
54506153,(2001 SQ287),N,AMO
3092345,(2001 SS287),N,AMO
3092346,(2001 TB),N,APO
3092369,(2001 TC),N,AMO
3092347,(2001 TD),N,ATE
3092372,(2001 TY1),N,APO
3092374,(2001 TA2),Y,APO
3092375,(2001 TB2),N,AMO
3092381,(2001 TY44),N,AMO
3092384,(2001 TB45),N,AMO
3092385,(2001 TC45),Y,APO
3092387,(2001 TE45),N,APO
3092389,(2001 UO),N,APO
3092390,(2001 UP),N,ATE
3092391,(2001 UX4),N,APO
3092393,(2001 UZ4),N,AMO
3092395,(2001 UB5),N,AMO
3092397,(2001 UC5),N,AMO
3092398,(2001 UD5),N,APO
3092400,(2001 UF5),N,APO
3092402,(2001 UN16),N,APO
3092403,(2001 UP16),N,AMO
3092404,(2001 UQ16),N,AMO
3092408,(2001 UT16),N,APO
3092406,(2001 UU16),N,APO
3092413,(2001 UW17),N,AMO
3092414,(2001 UD18),N,APO
3092415,(2001 UE18),N,AMO
3092417,(2001 UG18),N,AMO
3092418,(2001 UO27),N,AMO
3092496,(2001 UU92),N,AMO
3092478,(2001 UQ163),N,AMO
3092419,(2001 VB),Y,APO
3092474,(2001 VC2),Y,APO
3092475,(2001 VD2),N,APO
3092476,(2001 VE2),N,APO
3092477,(2001 VF2),N,AMO
3092479,(2001 VH5),N,AMO
3092480,(2001 VJ5),Y,APO
3092483,(2001 VM5),N,APO
3092484,(2001 VG16),N,APO
3092487,(2001 VF75),N,APO
3092490,(2001 VJ75),N,AMO
3092493,(2001 VE76),N,APO
3092515,(2001 WH1),Y,APO
3092499,(2001 WV1),N,APO
3092504,(2001 WH2),N,AMO
3092506,(2001 WJ4),N,APO
3092508,(2001 WR5),N,AMO
3092516,(2001 WJ15),N,APO
3092517,(2001 WK15),N,APO
3092519,(2001 WM15),N,APO
3092520,(2001 WN15),N,APO
3092521,(2001 WO15),N,APO
3092522,(2001 WP15),N,AMO
3102665,(2001 WF49),N,ATE
3102670,(2001 WH49),N,APO
3102668,(2001 XP),N,APO
3102669,(2001 XQ),Y,APO
3102674,(2001 XG1),N,APO
3102681,(2001 XU4),N,APO
3102683,(2001 XX4),Y,APO
3102686,(2001 XW10),N,APO
3102688,(2001 XH16),N,APO
3102694,(2001 XP31),Y,APO
3102695,(2001 XQ31),N,AMO
3102697,(2001 XO88),N,APO
3102699,(2001 XX103),N,APO
3102700,(2001 XG105),N,APO
3102701,(2001 XK105),N,AMO
3102702,(2001 YA1),N,AMO
3102703,(2001 YB1),N,AMO
3102704,(2001 YC1),N,APO
3102705,(2001 YD1),N,APO
3102706,(2001 YE1),N,APO
3102708,(2001 YM2),N,AMO
3102709,(2001 YN2),N,APO
3102710,(2001 YO2),N,APO
3102713,(2001 YP3),Y,APO
3102714,(2001 YR3),N,AMO
3102715,(2001 YT3),N,AMO
3102716,(2001 YU3),N,AMO
3102717,(2001 YV3),Y,APO
3102734,(2001 YM4),N,AMO
3102719,(2001 YB5),Y,APO
3102761,(2001 YX11),N,AMO
3102724,(2002 AV),Y,APO
